pig_age_days,avg_weight,feed_quantity,number_of_feeding_per_day,feeding_time_1,feeding_time_2,feeding_time_3,pen_capacity,pen_status,growth_stage,feed_type,device_code,repeat_days
113,62.72,3.87,3,7:31 am,12:20 pm,18:52 pm,17,active,hog grower,hog grower,auto_feeder_v1,everyday
146,80.5,6.39,3,5:01 am,12:39 pm,18:44 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
39,21.73,1.71,3,5:36 am,11:01 am,16:54 pm,16,active,hog pre-starter,hog pre-starter,manual,everyday
54,30.17,2.31,3,7:54 am,12:32 pm,16:30 pm,19,active,hog starter,hog starter,auto_feeder_v1,everyday
145,80.16,6.24,3,6:14 am,11:04 am,16:37 pm,17,active,hog finisher,hog finisher,auto_feeder_v1,everyday
153,85.36,6.54,3,5:17 am,12:51 pm,16:11 pm,5,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
30,16.06,1.61,3,5:30 am,12:41 pm,18:46 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
46,26.61,1.55,3,7:04 am,12:51 pm,17:57 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
41,22.87,1.56,3,7:48 am,11:04 am,18:33 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
139,76.36,6.82,3,7:28 am,12:08 pm,17:00 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
66,36.04,2.02,3,6:24 am,11:39 am,16:48 pm,9,active,hog starter,hog starter,manual,everyday
140,78.27,6.07,3,6:34 am,11:09 am,16:03 pm,16,active,hog finisher,hog finisher,manual,everyday
124,69.44,4.07,3,6:41 am,12:28 pm,17:24 pm,10,active,hog grower,hog grower,manual,everyday
43,23.32,1.65,3,7:30 am,12:52 pm,16:20 pm,10,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
154,85.37,6.48,3,7:43 am,12:23 pm,16:03 pm,14,active,hog finisher,hog finisher,manual,everyday
79,43.38,2.01,3,7:42 am,12:19 pm,16:56 pm,9,active,hog starter,hog starter,auto_feeder_v1,everyday
95,51.43,3.86,3,6:13 am,12:47 pm,16:43 pm,20,active,hog grower,hog grower,auto_feeder_v1,everyday
126,68.76,4.38,3,6:19 am,11:00 am,17:17 pm,19,active,hog grower,hog grower,auto_feeder_v2,everyday
156,85.05,6.38,3,6:52 am,11:43 am,18:10 pm,5,active,hog finisher,hog finisher,auto_feeder_v1,everyday
43,23.74,1.21,3,5:24 am,12:21 pm,17:12 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
94,50.55,4.84,3,6:57 am,12:57 pm,17:39 pm,9,active,hog grower,hog grower,auto_feeder_v1,everyday
32,18.15,1.75,3,6:20 am,12:50 pm,16:27 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
178,96.63,6.75,3,5:58 am,11:34 am,18:11 pm,20,active,hog finisher,hog finisher,auto_feeder_v1,everyday
72,40.52,3.43,3,7:24 am,11:56 am,17:56 pm,7,active,hog starter,hog starter,manual,everyday
112,62.66,4.08,3,5:31 am,11:28 am,16:08 pm,18,active,hog grower,hog grower,auto_feeder_v2,everyday
54,29.07,3.2,3,6:42 am,11:07 am,17:56 pm,10,active,hog starter,hog starter,auto_feeder_v2,everyday
156,85.85,6.3,3,5:31 am,12:14 pm,17:43 pm,9,active,hog finisher,hog finisher,auto_feeder_v1,everyday
91,50.74,3.96,3,7:46 am,11:32 am,16:58 pm,6,active,hog grower,hog grower,auto_feeder_v1,everyday
137,75.87,5.73,3,5:53 am,12:27 pm,16:39 pm,10,active,hog finisher,hog finisher,manual,everyday
123,68.33,5.47,3,7:50 am,11:16 am,18:55 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
49,27.11,1.61,3,6:43 am,11:18 am,17:43 pm,18,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
105,57.42,5.15,3,7:33 am,11:55 am,18:11 pm,14,active,hog grower,hog grower,manual,everyday
51,29.31,2.36,3,5:57 am,12:08 pm,18:22 pm,16,inactive,hog starter,hog starter,auto_feeder_v2,everyday
53,30.04,3.45,3,5:34 am,11:12 am,16:35 pm,16,active,hog starter,hog starter,auto_feeder_v1,everyday
75,41.91,3.33,3,5:21 am,12:23 pm,16:32 pm,13,active,hog starter,hog starter,auto_feeder_v1,everyday
68,36.59,2.08,3,6:35 am,12:51 pm,17:20 pm,8,active,hog starter,hog starter,manual,everyday
55,30.84,3.11,3,7:35 am,11:59 am,18:18 pm,17,active,hog starter,hog starter,manual,everyday
172,95.83,6.64,3,7:51 am,11:20 am,18:43 pm,12,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
137,75.34,5.54,3,5:02 am,12:58 pm,18:27 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
165,90.08,6.48,3,7:46 am,12:32 pm,18:16 pm,14,active,hog finisher,hog finisher,auto_feeder_v2,everyday
94,52.61,3.75,3,7:50 am,11:37 am,17:24 pm,19,inactive,hog grower,hog grower,auto_feeder_v2,everyday
35,18.78,1.52,3,7:40 am,11:21 am,18:39 pm,11,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
115,64.33,5.21,3,7:42 am,12:57 pm,16:46 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
171,94.18,6.13,3,7:08 am,11:32 am,17:03 pm,9,active,hog finisher,hog finisher,auto_feeder_v2,everyday
36,20.62,1.28,3,6:41 am,11:55 am,18:43 pm,8,active,hog pre-starter,hog pre-starter,manual,everyday
111,61.46,5.33,3,7:34 am,11:43 am,17:04 pm,17,active,hog grower,hog grower,manual,everyday
111,60.45,4.58,3,5:39 am,11:01 am,17:40 pm,18,active,hog grower,hog grower,auto_feeder_v2,everyday
129,72.38,3.69,3,5:05 am,12:26 pm,17:04 pm,14,active,hog grower,hog grower,auto_feeder_v1,everyday
139,77.66,6.63,3,7:47 am,12:50 pm,17:18 pm,16,active,hog finisher,hog finisher,auto_feeder_v2,everyday
55,31.4,2.6,3,7:39 am,11:19 am,16:40 pm,7,active,hog starter,hog starter,auto_feeder_v2,everyday
159,88.91,6.4,3,6:04 am,12:15 pm,17:41 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
164,90.51,5.88,3,5:09 am,12:37 pm,18:22 pm,16,active,hog finisher,hog finisher,auto_feeder_v1,everyday
33,18.72,1.21,3,5:46 am,11:34 am,18:18 pm,13,active,hog pre-starter,hog pre-starter,manual,everyday
150,81.64,5.94,3,7:34 am,12:19 pm,17:41 pm,9,active,hog finisher,hog finisher,auto_feeder_v1,everyday
117,64.7,5.01,3,6:03 am,12:50 pm,17:14 pm,6,active,hog grower,hog grower,manual,everyday
125,68.7,5.16,3,7:09 am,11:44 am,16:53 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
176,96.0,6.84,3,7:41 am,12:42 pm,17:12 pm,9,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
140,78.27,6.29,3,7:47 am,12:29 pm,18:27 pm,9,active,hog finisher,hog finisher,auto_feeder_v2,everyday
80,44.57,2.24,3,7:59 am,12:33 pm,16:28 pm,15,active,hog starter,hog starter,manual,everyday
92,49.71,4.48,3,5:48 am,11:25 am,16:26 pm,5,inactive,hog grower,hog grower,auto_feeder_v1,everyday
58,30.46,3.33,3,6:00 am,12:17 pm,18:07 pm,17,active,hog starter,hog starter,manual,everyday
57,32.34,3.37,3,7:26 am,11:11 am,16:32 pm,7,active,hog starter,hog starter,manual,everyday
108,60.45,4.92,3,6:43 am,12:22 pm,18:43 pm,12,active,hog grower,hog grower,auto_feeder_v2,everyday
42,24.47,1.61,3,7:20 am,11:12 am,18:29 pm,10,inactive,hog pre-starter,hog pre-starter,manual,everyday
87,47.33,4.54,3,7:37 am,12:31 pm,17:07 pm,17,active,hog grower,hog grower,auto_feeder_v1,everyday
64,33.96,2.47,3,6:04 am,12:29 pm,17:23 pm,15,active,hog starter,hog starter,manual,everyday
62,33.8,3.25,3,5:36 am,11:25 am,18:41 pm,7,active,hog starter,hog starter,auto_feeder_v1,everyday
52,28.05,2.78,3,5:32 am,12:54 pm,16:22 pm,12,active,hog starter,hog starter,manual,everyday
160,89.31,5.65,3,6:12 am,12:40 pm,16:05 pm,5,active,hog finisher,hog finisher,auto_feeder_v2,everyday
147,82.33,6.93,3,5:43 am,12:34 pm,16:33 pm,17,active,hog finisher,hog finisher,auto_feeder_v1,everyday
64,36.36,2.53,3,7:23 am,12:01 pm,16:16 pm,14,active,hog starter,hog starter,manual,everyday
137,75.51,5.96,3,5:32 am,11:58 am,18:10 pm,12,active,hog finisher,hog finisher,auto_feeder_v1,everyday
169,92.35,5.93,3,6:49 am,11:54 am,18:00 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
154,85.21,6.9,3,7:00 am,12:51 pm,18:17 pm,15,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
69,37.51,3.47,3,6:00 am,11:48 am,17:56 pm,10,active,hog starter,hog starter,auto_feeder_v1,everyday
75,41.47,2.45,3,7:37 am,11:59 am,18:51 pm,12,active,hog starter,hog starter,manual,everyday
180,99.46,6.89,3,5:45 am,11:55 am,18:35 pm,5,active,hog finisher,hog finisher,auto_feeder_v2,everyday
136,75.9,6.66,3,7:23 am,12:46 pm,17:04 pm,18,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
42,22.41,1.49,3,7:39 am,12:06 pm,17:10 pm,19,active,hog pre-starter,hog pre-starter,manual,everyday
136,76.19,6.55,3,5:47 am,11:44 am,17:23 pm,15,active,hog finisher,hog finisher,manual,everyday
149,82.62,6.24,3,7:28 am,12:46 pm,18:29 pm,11,active,hog finisher,hog finisher,manual,everyday
133,72.96,6.99,3,5:11 am,11:06 am,16:00 pm,16,active,hog finisher,hog finisher,auto_feeder_v2,everyday
143,79.39,5.86,3,6:45 am,11:07 am,18:54 pm,8,active,hog finisher,hog finisher,manual,everyday
56,30.39,2.56,3,5:27 am,12:11 pm,18:00 pm,6,active,hog starter,hog starter,auto_feeder_v2,everyday
39,21.09,1.36,3,7:07 am,12:58 pm,17:47 pm,8,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
75,39.81,2.59,3,5:20 am,11:16 am,17:10 pm,17,active,hog starter,hog starter,auto_feeder_v1,everyday
177,98.77,5.99,3,7:06 am,12:23 pm,17:00 pm,6,active,hog finisher,hog finisher,auto_feeder_v1,everyday
125,67.49,5.36,3,5:19 am,11:19 am,17:22 pm,18,active,hog grower,hog grower,auto_feeder_v1,everyday
59,31.69,2.74,3,5:39 am,11:12 am,16:17 pm,6,active,hog starter,hog starter,auto_feeder_v1,everyday
148,82.14,5.68,3,7:07 am,11:42 am,17:13 pm,9,active,hog finisher,hog finisher,auto_feeder_v2,everyday
90,48.99,4.09,3,5:33 am,11:19 am,18:45 pm,19,active,hog grower,hog grower,manual,everyday
114,63.96,4.3,3,6:09 am,11:22 am,18:53 pm,9,active,hog grower,hog grower,manual,everyday
109,60.65,4.21,3,5:14 am,12:03 pm,16:49 pm,18,active,hog grower,hog grower,auto_feeder_v2,everyday
79,42.79,2.45,3,5:54 am,11:31 am,18:46 pm,12,active,hog starter,hog starter,auto_feeder_v2,everyday
155,84.57,5.67,3,6:53 am,11:08 am,16:08 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
114,62.0,5.01,3,5:28 am,11:04 am,18:59 pm,20,active,hog grower,hog grower,auto_feeder_v2,everyday
140,77.19,6.37,3,6:55 am,12:41 pm,17:12 pm,13,active,hog finisher,hog finisher,manual,everyday
107,60.28,4.87,3,5:43 am,12:43 pm,17:29 pm,19,active,hog grower,hog grower,auto_feeder_v2,everyday
63,34.35,3.25,3,6:30 am,12:29 pm,17:13 pm,8,active,hog starter,hog starter,manual,everyday
62,34.05,2.56,3,7:19 am,11:32 am,18:30 pm,9,active,hog starter,hog starter,manual,everyday
168,92.25,6.92,3,6:07 am,12:06 pm,16:11 pm,11,active,hog finisher,hog finisher,auto_feeder_v2,everyday
152,82.57,5.62,3,7:21 am,11:43 am,18:24 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
153,84.77,6.48,3,6:22 am,11:28 am,16:29 pm,20,active,hog finisher,hog finisher,manual,everyday
161,87.85,6.71,3,6:38 am,12:59 pm,17:46 pm,18,active,hog finisher,hog finisher,manual,everyday
115,64.72,3.74,3,5:06 am,12:47 pm,16:15 pm,13,inactive,hog grower,hog grower,auto_feeder_v2,everyday
101,56.44,5.46,3,6:22 am,11:10 am,18:51 pm,19,active,hog grower,hog grower,auto_feeder_v2,everyday
153,84.02,6.34,3,7:22 am,11:18 am,18:39 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
74,42.19,2.65,3,7:35 am,11:35 am,17:52 pm,9,active,hog starter,hog starter,manual,everyday
65,35.53,3.27,3,7:46 am,12:08 pm,17:15 pm,10,active,hog starter,hog starter,auto_feeder_v2,everyday
79,42.53,3.41,3,6:36 am,11:19 am,17:08 pm,6,active,hog starter,hog starter,auto_feeder_v2,everyday
156,86.62,6.09,3,5:00 am,12:56 pm,16:09 pm,7,active,hog finisher,hog finisher,auto_feeder_v1,everyday
160,89.02,7.0,3,7:21 am,12:56 pm,18:27 pm,16,active,hog finisher,hog finisher,manual,everyday
120,66.36,4.51,3,7:08 am,11:26 am,17:54 pm,16,active,hog grower,hog grower,manual,everyday
150,82.48,6.06,3,6:55 am,11:22 am,16:27 pm,20,active,hog finisher,hog finisher,auto_feeder_v2,everyday
153,84.08,5.94,3,6:54 am,12:01 pm,16:28 pm,12,active,hog finisher,hog finisher,auto_feeder_v1,everyday
141,77.67,6.6,3,7:45 am,11:18 am,16:59 pm,14,active,hog finisher,hog finisher,auto_feeder_v2,everyday
115,64.42,4.98,3,6:10 am,11:53 am,17:09 pm,8,active,hog grower,hog grower,manual,everyday
60,33.3,3.4,3,5:13 am,12:08 pm,17:24 pm,18,active,hog starter,hog starter,auto_feeder_v2,everyday
167,92.46,5.58,3,6:21 am,12:04 pm,17:45 pm,13,active,hog finisher,hog finisher,auto_feeder_v1,everyday
69,36.89,3.29,3,7:39 am,12:41 pm,18:31 pm,15,inactive,hog starter,hog starter,auto_feeder_v1,everyday
179,99.22,6.72,3,6:59 am,11:45 am,17:19 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
131,70.59,5.94,3,5:59 am,11:48 am,16:51 pm,10,active,hog finisher,hog finisher,auto_feeder_v1,everyday
150,82.43,5.6,3,6:00 am,11:16 am,17:53 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
106,58.96,3.74,3,7:24 am,12:59 pm,17:19 pm,12,active,hog grower,hog grower,manual,everyday
65,37.12,2.97,3,6:44 am,12:03 pm,16:12 pm,18,active,hog starter,hog starter,auto_feeder_v2,everyday
114,62.17,4.53,3,7:49 am,12:26 pm,16:41 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
124,67.74,5.32,3,6:15 am,11:48 am,16:28 pm,11,active,hog grower,hog grower,manual,everyday
73,39.41,3.16,3,5:02 am,11:40 am,16:20 pm,5,active,hog starter,hog starter,auto_feeder_v2,everyday
174,96.67,6.28,3,7:17 am,11:10 am,16:46 pm,18,active,hog finisher,hog finisher,manual,everyday
144,79.6,6.13,3,5:55 am,11:20 am,16:35 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
180,98.1,6.46,3,5:39 am,11:38 am,18:18 pm,14,active,hog finisher,hog finisher,auto_feeder_v1,everyday
96,53.47,4.89,3,5:34 am,11:41 am,17:29 pm,17,active,hog grower,hog grower,manual,everyday
166,92.21,5.86,3,6:07 am,12:00 pm,16:24 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
106,58.88,4.63,3,5:05 am,11:07 am,18:32 pm,10,active,hog grower,hog grower,manual,everyday
113,62.65,3.56,3,7:47 am,12:16 pm,18:56 pm,18,active,hog grower,hog grower,manual,everyday
102,54.62,5.37,3,6:53 am,12:20 pm,17:02 pm,15,active,hog grower,hog grower,auto_feeder_v1,everyday
111,61.94,4.67,3,7:18 am,12:38 pm,17:03 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
122,68.11,4.67,3,7:26 am,11:01 am,16:18 pm,20,active,hog grower,hog grower,manual,everyday
100,55.84,4.39,3,7:55 am,12:40 pm,16:02 pm,16,active,hog grower,hog grower,manual,everyday
79,43.35,3.11,3,7:29 am,12:59 pm,18:19 pm,18,active,hog starter,hog starter,manual,everyday
59,31.89,2.47,3,6:11 am,11:52 am,17:59 pm,12,active,hog starter,hog starter,manual,everyday
133,72.14,6.95,3,7:39 am,12:16 pm,16:14 pm,12,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
140,75.76,5.59,3,5:40 am,11:43 am,18:34 pm,19,active,hog finisher,hog finisher,auto_feeder_v1,everyday
180,97.82,6.3,3,5:07 am,12:49 pm,18:15 pm,5,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
164,91.38,6.96,3,6:37 am,11:27 am,16:48 pm,15,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
153,83.33,5.66,3,6:40 am,11:39 am,18:06 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
123,67.23,4.02,3,5:50 am,12:19 pm,18:09 pm,14,active,hog grower,hog grower,manual,everyday
164,89.93,5.96,3,6:10 am,11:06 am,16:39 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
171,94.02,5.97,3,7:17 am,12:09 pm,16:21 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
163,90.86,6.66,3,7:10 am,11:56 am,18:30 pm,10,active,hog finisher,hog finisher,auto_feeder_v2,everyday
175,95.71,6.92,3,5:46 am,11:01 am,18:49 pm,19,active,hog finisher,hog finisher,auto_feeder_v1,everyday
61,32.46,2.95,3,7:04 am,11:08 am,17:56 pm,6,active,hog starter,hog starter,manual,everyday
107,59.2,3.76,3,7:13 am,11:05 am,18:33 pm,7,active,hog grower,hog grower,manual,everyday
138,77.19,6.14,3,6:01 am,11:36 am,16:16 pm,12,active,hog finisher,hog finisher,manual,everyday
164,88.74,5.54,3,6:47 am,12:28 pm,18:03 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
73,39.39,2.48,3,5:56 am,11:33 am,16:49 pm,18,inactive,hog starter,hog starter,manual,everyday
174,94.68,6.67,3,7:33 am,11:32 am,17:37 pm,8,active,hog finisher,hog finisher,auto_feeder_v1,everyday
147,79.77,5.84,3,6:26 am,12:20 pm,18:42 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
176,96.41,6.33,3,6:29 am,11:18 am,16:26 pm,14,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
141,76.64,6.39,3,6:51 am,11:13 am,18:49 pm,14,active,hog finisher,hog finisher,manual,everyday
177,98.45,6.15,3,5:18 am,12:46 pm,16:56 pm,15,active,hog finisher,hog finisher,manual,everyday
75,41.55,3.36,3,5:52 am,11:14 am,17:52 pm,12,active,hog starter,hog starter,auto_feeder_v1,everyday
70,37.3,2.65,3,6:48 am,11:41 am,18:40 pm,17,active,hog starter,hog starter,manual,everyday
93,50.43,5.0,3,6:24 am,12:47 pm,18:09 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
128,70.76,3.69,3,5:56 am,12:02 pm,18:33 pm,15,inactive,hog grower,hog grower,manual,everyday
66,37.15,2.44,3,7:31 am,11:22 am,17:15 pm,17,active,hog starter,hog starter,auto_feeder_v1,everyday
31,16.59,1.49,3,6:28 am,11:26 am,17:37 pm,20,active,hog pre-starter,hog pre-starter,manual,everyday
150,81.72,6.64,3,5:05 am,12:29 pm,17:00 pm,13,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
57,30.68,3.34,3,5:44 am,11:47 am,17:18 pm,14,active,hog starter,hog starter,auto_feeder_v1,everyday
100,55.53,4.72,3,5:42 am,12:29 pm,17:55 pm,9,active,hog grower,hog grower,auto_feeder_v2,everyday
135,73.83,5.81,3,5:34 am,11:49 am,16:06 pm,17,active,hog finisher,hog finisher,auto_feeder_v1,everyday
114,63.67,3.87,3,7:56 am,12:55 pm,16:12 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
68,38.52,2.41,3,6:11 am,11:48 am,17:43 pm,16,active,hog starter,hog starter,auto_feeder_v1,everyday
142,78.96,6.18,3,5:52 am,11:47 am,16:54 pm,5,active,hog finisher,hog finisher,auto_feeder_v2,everyday
141,78.58,6.12,3,7:33 am,11:52 am,16:44 pm,19,active,hog finisher,hog finisher,auto_feeder_v1,everyday
125,69.26,3.74,3,5:52 am,12:28 pm,18:54 pm,6,active,hog grower,hog grower,auto_feeder_v1,everyday
114,63.72,5.29,3,5:52 am,11:38 am,16:26 pm,8,inactive,hog grower,hog grower,manual,everyday
109,60.73,3.53,3,5:23 am,12:11 pm,16:29 pm,9,active,hog grower,hog grower,auto_feeder_v2,everyday
94,52.32,3.94,3,7:50 am,11:10 am,17:34 pm,13,inactive,hog grower,hog grower,manual,everyday
179,99.5,6.36,3,5:44 am,12:31 pm,18:59 pm,19,active,hog finisher,hog finisher,auto_feeder_v1,everyday
46,23.91,1.6,3,5:04 am,11:47 am,17:59 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
162,88.67,6.76,3,6:38 am,12:32 pm,18:24 pm,6,active,hog finisher,hog finisher,auto_feeder_v1,everyday
46,26.4,1.28,3,7:23 am,12:08 pm,18:27 pm,15,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
155,85.51,6.06,3,5:28 am,11:48 am,17:19 pm,6,active,hog finisher,hog finisher,auto_feeder_v2,everyday
93,50.9,5.32,3,7:45 am,11:40 am,18:18 pm,7,active,hog grower,hog grower,auto_feeder_v2,everyday
60,32.4,2.39,3,5:08 am,12:52 pm,18:43 pm,14,active,hog starter,hog starter,auto_feeder_v2,everyday
136,74.72,6.12,3,5:55 am,12:22 pm,18:41 pm,20,active,hog finisher,hog finisher,manual,everyday
90,50.23,4.56,3,5:43 am,11:57 am,17:39 pm,19,active,hog grower,hog grower,auto_feeder_v2,everyday
43,24.3,1.76,3,5:54 am,11:45 am,18:42 pm,8,active,hog pre-starter,hog pre-starter,manual,everyday
107,59.83,3.61,3,7:24 am,11:31 am,17:05 pm,15,active,hog grower,hog grower,auto_feeder_v1,everyday
132,72.21,5.9,3,5:33 am,11:56 am,17:56 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
65,35.05,2.48,3,7:58 am,12:50 pm,18:46 pm,7,active,hog starter,hog starter,auto_feeder_v1,everyday
110,59.54,4.07,3,6:47 am,11:51 am,17:02 pm,19,active,hog grower,hog grower,manual,everyday
83,45.48,4.06,3,5:23 am,11:49 am,17:22 pm,18,inactive,hog grower,hog grower,auto_feeder_v1,everyday
164,90.0,5.95,3,7:02 am,11:38 am,17:47 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
169,93.83,6.81,3,6:49 am,12:47 pm,16:18 pm,20,active,hog finisher,hog finisher,manual,everyday
126,69.08,3.7,3,6:09 am,11:03 am,17:35 pm,6,active,hog grower,hog grower,manual,everyday
130,72.03,4.02,3,5:22 am,11:48 am,16:21 pm,15,active,hog grower,hog grower,auto_feeder_v2,everyday
159,86.27,6.49,3,6:47 am,11:43 am,18:54 pm,19,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
87,47.16,4.04,3,5:08 am,12:56 pm,18:49 pm,13,active,hog grower,hog grower,manual,everyday
32,18.93,1.56,3,6:42 am,12:22 pm,16:06 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
105,58.05,5.19,3,5:55 am,12:38 pm,16:13 pm,20,inactive,hog grower,hog grower,auto_feeder_v2,everyday
133,73.27,6.44,3,6:50 am,12:16 pm,16:17 pm,17,active,hog finisher,hog finisher,manual,everyday
158,86.29,6.56,3,7:49 am,12:31 pm,17:30 pm,10,active,hog finisher,hog finisher,auto_feeder_v1,everyday
43,24.23,1.77,3,5:58 am,12:52 pm,18:48 pm,17,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
165,90.33,6.74,3,6:00 am,12:18 pm,17:33 pm,11,active,hog finisher,hog finisher,auto_feeder_v2,everyday
98,52.59,3.57,3,6:47 am,12:27 pm,17:07 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
111,60.5,4.76,3,7:45 am,12:09 pm,17:02 pm,19,active,hog grower,hog grower,manual,everyday
141,77.45,6.26,3,5:34 am,12:52 pm,18:46 pm,5,active,hog finisher,hog finisher,auto_feeder_v1,everyday
142,78.37,6.76,3,7:14 am,12:02 pm,16:03 pm,8,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
140,77.31,6.54,3,6:53 am,12:30 pm,18:55 pm,5,active,hog finisher,hog finisher,manual,everyday
172,94.01,6.54,3,5:27 am,11:23 am,16:30 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
65,36.78,2.91,3,6:48 am,12:27 pm,18:47 pm,5,active,hog starter,hog starter,manual,everyday
137,74.58,5.99,3,7:54 am,12:10 pm,16:02 pm,6,active,hog finisher,hog finisher,auto_feeder_v1,everyday
159,86.41,5.99,3,7:01 am,11:23 am,16:23 pm,6,active,hog finisher,hog finisher,manual,everyday
59,33.38,3.02,3,5:13 am,12:22 pm,18:09 pm,20,active,hog starter,hog starter,auto_feeder_v1,everyday
30,16.4,1.67,3,7:35 am,12:50 pm,16:01 pm,10,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
77,43.67,3.48,3,6:15 am,12:17 pm,17:37 pm,20,active,hog starter,hog starter,auto_feeder_v1,everyday
174,96.34,5.59,3,7:42 am,12:46 pm,18:08 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
30,17.83,1.7,3,7:50 am,12:35 pm,16:15 pm,11,inactive,hog pre-starter,hog pre-starter,manual,everyday
127,71.11,5.09,3,5:58 am,11:00 am,18:38 pm,20,active,hog grower,hog grower,manual,everyday
111,60.39,5.12,3,6:33 am,11:11 am,16:15 pm,16,active,hog grower,hog grower,auto_feeder_v1,everyday
86,46.43,5.29,3,6:50 am,11:17 am,18:58 pm,17,inactive,hog grower,hog grower,auto_feeder_v1,everyday
153,85.46,5.57,3,6:12 am,12:27 pm,16:38 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
162,89.52,6.01,3,6:48 am,12:48 pm,17:43 pm,7,active,hog finisher,hog finisher,manual,everyday
168,91.02,6.99,3,7:14 am,12:40 pm,18:38 pm,12,active,hog finisher,hog finisher,auto_feeder_v1,everyday
111,61.71,5.11,3,7:22 am,11:00 am,17:10 pm,20,active,hog grower,hog grower,manual,everyday
50,28.68,1.38,3,7:44 am,11:26 am,18:48 pm,20,active,hog pre-starter,hog pre-starter,manual,everyday
109,60.74,5.11,3,7:19 am,11:01 am,16:27 pm,19,inactive,hog grower,hog grower,auto_feeder_v1,everyday
77,43.73,3.08,3,6:52 am,11:34 am,16:09 pm,14,active,hog starter,hog starter,auto_feeder_v1,everyday
175,97.57,6.02,3,6:05 am,11:49 am,17:48 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
120,64.56,4.56,3,7:12 am,11:05 am,16:54 pm,17,active,hog grower,hog grower,auto_feeder_v2,everyday
85,46.58,4.62,3,5:53 am,11:20 am,18:47 pm,20,active,hog grower,hog grower,auto_feeder_v2,everyday
126,68.57,5.29,3,7:38 am,11:11 am,17:10 pm,5,active,hog grower,hog grower,manual,everyday
136,75.11,5.82,3,6:52 am,12:56 pm,17:10 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
68,37.8,2.09,3,7:23 am,11:44 am,16:27 pm,14,active,hog starter,hog starter,manual,everyday
